,Position,Track Name,Artist,Streams,URL,Date,Region
204,5,Shaky Shaky,Daddy Yankee,153956,https://open.spotify.com/track/58IL315gMSTD37DOZPJ2hf,2017-01-01,ar
205,6,Traicionera,Sebastian Yatra,151140,https://open.spotify.com/track/5J1c3M4EldCfNxXwrwt8mT,2017-01-01,ar
206,7,Cuando Se Pone a Bailar,Rombai,148369,https://open.spotify.com/track/1MpKZi1zTXpERKwxmOu1PH,2017-01-01,ar
207,8,Otra Vez (feat. J Balvin),Zion & Lennox,143004,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-01,ar
208,9,La Bicicleta,Carlos Vives,126389,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,2017-01-01,ar
209,10,Dile Que Tu Me Quieres,Ozuna,112012,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,2017-01-01,ar
210,11,Andas En Mi Cabeza,Chino & Nacho,110395,https://open.spotify.com/track/5mey7CLLuFToM2P68Qu1gF,2017-01-01,ar
211,12,Desde Esa Noche,Thalía,104592,https://open.spotify.com/track/1pWYnQIlqxTh5bxuPmTG4E,2017-01-01,ar
212,13,Borro Cassette,Maluma,101535,https://open.spotify.com/track/6DUdDIRgLqCGq1DwkNWQTN,2017-01-01,ar
213,14,Gyal You A Party Animal - Remix,Charly Black,99722,https://open.spotify.com/track/1AkTW13ysu0AJrwuM6UY0I,2017-01-01,ar
214,15,Me Llamas (feat. Maluma) - Remix,Piso 21,95010,https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX,2017-01-01,ar
215,16,La Bicicleta - Remix,Carlos Vives,92723,https://open.spotify.com/track/7IRuf7FrdQvOGs0g9mSNGr,2017-01-01,ar
216,17,DUELE EL CORAZON,Enrique Iglesias,91325,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,2017-01-01,ar
217,18,Let Me Love You,DJ Snake,87926,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,ar
218,19,La Noche No Es para Dormir,Mano Arriba,87033,https://open.spotify.com/track/3gEebOzxHpEwElicl1XBy0,2017-01-01,ar
219,20,Vacaciones,Wisin,86103,https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE,2017-01-01,ar
220,21,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,76123,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,ar
221,22,Carnavalintro,CHANO,71963,https://open.spotify.com/track/0tGAPnTFwRJA6FZgYZ0BAe,2017-01-01,ar
222,23,Ay Mi Dios,IAmChino,71892,https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY,2017-01-01,ar
223,24,One Dance,Drake,71498,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01,ar
224,25,My Way,Calvin Harris,70795,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-01,ar
225,26,Cold Water (feat. Justin Bieber & MØ),Major Lazer,70260,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-01,ar
226,27,La Gozadera,Gente De Zona,70028,https://open.spotify.com/track/0OMRAvrtLWE2TvcXorRiB9,2017-01-01,ar
227,28,Llamame Mas Temprano,Mano Arriba,69382,https://open.spotify.com/track/5aHJug2wnupoGfgfxRudsk,2017-01-01,ar
228,29,Starboy,The Weeknd,65518,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,ar
229,30,Manicomio,Cosculluela,64998,https://open.spotify.com/track/3n58u3LOFw8mITLvfPvQBz,2017-01-01,ar
230,31,Cuatro Babys,Maluma,64907,https://open.spotify.com/track/0JoHqmlqE0W0i9prt6kcHR,2017-01-01,ar
231,32,Don't Wanna Know,Maroon 5,61714,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,ar
232,33,Sin Contrato - Remix,Maluma,59903,https://open.spotify.com/track/2xNZeeqmwMPVKnD7FSQfgt,2017-01-01,ar
233,34,24K Magic,Bruno Mars,58801,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-01,ar
234,35,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,56170,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2017-01-01,ar
235,36,Fuego,Juanes,55902,https://open.spotify.com/track/0mwPE0lPOgnWf2bo14xedJ,2017-01-01,ar
236,37,Bobo,J Balvin,55360,https://open.spotify.com/track/7AtlMCIauSQZqiXSlbBPW6,2017-01-01,ar
237,38,In the Name of Love,Martin Garrix,54980,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01,ar
238,39,Tu Ritmo,Los Bonnitos,54081,https://open.spotify.com/track/0BFgCEE7ozbyB1PpLpLyhM,2017-01-01,ar
239,40,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,53270,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-01,ar
240,41,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik,52907,https://open.spotify.com/track/2SSYqDX8KTgy01NlqtUo0F,2017-01-01,ar
241,42,No Quiere Enamorarse (Remix) [feat. Daddy Yankee],Ozuna,52670,https://open.spotify.com/track/4vlbjBSMqycZk6t4HVRpnC,2017-01-01,ar
242,43,Te Quiero Pa´Mi,Don Omar,51352,https://open.spotify.com/track/3BY2mafsbsoKGqS380Xnuz,2017-01-01,ar
243,44,Sin Contrato,Maluma,51115,https://open.spotify.com/track/09S64DUkxIX9EwIaULu6yN,2017-01-01,ar
244,45,Picky,Joey Montana,51113,https://open.spotify.com/track/4tPL9PeVZY4c0jUPtSD5nx,2017-01-01,ar
245,46,Work,Rihanna,50655,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2017-01-01,ar
246,47,Noche Loca,Marama,49100,https://open.spotify.com/track/0gzcET27nREY6aD8LJU9wD,2017-01-01,ar
247,48,Don't Let Me Down,The Chainsmokers,48767,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-01,ar
248,49,Hasta el Amanecer,Nicky Jam,47672,https://open.spotify.com/track/5Fim1gaXBgsiFfsQAfQSDS,2017-01-01,ar
249,50,Le Hace Falta un Beso,Agapornis,45251,https://open.spotify.com/track/300xUYXWhFA6Q1sbNvVItP,2017-01-01,ar
250,51,Cake By The Ocean,DNCE,44524,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl,2017-01-01,ar
251,52,Chillax,Farruko,44495,https://open.spotify.com/track/1lxswgIpzV6HhENRvkflES,2017-01-01,ar
252,53,Loquita,Marama,43894,https://open.spotify.com/track/2xjcDF21U2ccgE2LEeiMbf,2017-01-01,ar
253,54,Te Vas,Ozuna,43704,https://open.spotify.com/track/2twUPIYOTqVivev47pf7bU,2017-01-01,ar
254,55,Closer,The Chainsmokers,43403,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,ar
255,56,Locuras contigo,Rombai,43260,https://open.spotify.com/track/5jMvnSyOgGY8JpvHqeyVOg,2017-01-01,ar
256,57,Treat You Better,Shawn Mendes,42815,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01,ar
257,58,Era Tranquila,Marama,42785,https://open.spotify.com/track/5OqaLWo9WbNPWDilrwNwzt,2017-01-01,ar
258,59,Baila,Agapornis,42127,https://open.spotify.com/track/3iS4VBJ3Bg1HyL3e6WNpgi,2017-01-01,ar
259,60,Nena,Marama,41737,https://open.spotify.com/track/347TStOSY6IOqMB84Rpxwk,2017-01-01,ar
260,61,Deja De Llorar,El Polaco,40065,https://open.spotify.com/track/3tddzXTgneWrkV2cYNUBZe,2017-01-01,ar
261,62,El Perdedor,Maluma,39691,https://open.spotify.com/track/1iEwyiSLAunPR6uouANE0O,2017-01-01,ar
262,63,Traicionera - Remix,Sebastian Yatra,37518,https://open.spotify.com/track/2webQDZmtGioeu3zUUi9We,2017-01-01,ar
263,64,Yo te propongo,Rombai,36808,https://open.spotify.com/track/0YFoSD5VhoVrRbrnFERpVM,2017-01-01,ar
264,65,El Perdedor - The Remix,Maluma,36510,https://open.spotify.com/track/4QsPTKvdpgkA7mBAvclZTa,2017-01-01,ar
265,66,Lo Intentamos,Marama,35965,https://open.spotify.com/track/4Kzk0koKwzCMiIx4rAqCZp,2017-01-01,ar
266,67,Hasta la luna,#TocoParaVos,35806,https://open.spotify.com/track/1A3yLIqelu1D7MCtw06Cu7,2017-01-01,ar
267,68,Comerte a Besos (feat. Cande Buasso),Pijama Party,34879,https://open.spotify.com/track/4UHZMWgKDjJ1zS0t6f6qPv,2017-01-01,ar
268,69,La Mordidita,Ricky Martin,34638,https://open.spotify.com/track/00i0O74dXdaKKdCrqHnfXm,2017-01-01,ar
269,70,Ginza,J Balvin,34542,https://open.spotify.com/track/5N8nNuTmIzkZOfcxXlygUw,2017-01-01,ar
270,71,Call On Me - Ryan Riback Extended Remix,Starley,33892,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,ar
271,72,El Perdón,Nicky Jam,33188,https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr,2017-01-01,ar
272,73,Pasarla Bien,Marama,33111,https://open.spotify.com/track/0ZzVPCGdkpKcxAzMNDD5UZ,2017-01-01,ar
273,74,No Llores,LOAN,32778,https://open.spotify.com/track/07GOnZWIiHWjLzUsaTv5yO,2017-01-01,ar
274,75,Would I Lie To You - Radio Edit,David Guetta,32198,https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,2017-01-01,ar
275,76,I Feel It Coming,The Weeknd,30754,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,ar
276,77,Baila Conmigo,Juan Magán,30623,https://open.spotify.com/track/772io14jrMTxGJbijtDccQ,2017-01-01,ar
277,78,Una Cerveza,Rafaga,30368,https://open.spotify.com/track/3LNZSTiwQYL7BnTfHvIOII,2017-01-01,ar
278,79,Me Ama Me Odia,Ozuna,29979,https://open.spotify.com/track/6041gM9Th1ViQcnzkIxnuv,2017-01-01,ar
279,80,Just Hold On,Steve Aoki,29609,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01,ar
280,81,Side To Side,Ariana Grande,29228,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01,ar
281,82,Bailame Despacio,Xantos,28781,https://open.spotify.com/track/4OaTpLJIa2harufGxfOPUu,2017-01-01,ar
282,83,Todo Comenzó Bailando,Marama,28728,https://open.spotify.com/track/2rrWhFrcSZcZQ2SDKPGKQ6,2017-01-01,ar
283,84,Cheap Thrills Remix,Sia,28288,https://open.spotify.com/track/59iNA6gwthoTJ6IgpBGGHW,2017-01-01,ar
284,85,Se Pone Loca,CantoParaBailar,27694,https://open.spotify.com/track/0FVuUna31PTRmWGLs8W1o4,2017-01-01,ar
285,86,Cheap Thrills,Sia,26885,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01,ar
286,87,Work from Home,Fifth Harmony,26840,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2017-01-01,ar
287,88,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,26777,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV,2017-01-01,ar
288,89,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,25622,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,2017-01-01,ar
289,90,Pájaro Cantor,Abel Pintos,25525,https://open.spotify.com/track/16rQTTMtbn0ODLyflr0O6Q,2017-01-01,ar
290,91,Hasta Que Se Seque el Malecón - Remix,Jacob Forever,24999,https://open.spotify.com/track/6sMPwcpYtxm1mlgYbp1B0t,2017-01-01,ar
291,92,Amor y dolor,Carlos Baute,24874,https://open.spotify.com/track/4efQTJSX6Jca1hHZNi74Zd,2017-01-01,ar
292,93,Si Te Vas,Agapornis,24819,https://open.spotify.com/track/3HoTiqEEY2SmTeq1XGINo3,2017-01-01,ar
293,94,Papi Shampu,De La Calle,24369,https://open.spotify.com/track/0o221VNm4azkzYYLtxDGgV,2017-01-01,ar
294,95,Ruleta Rusa,Kevin Roldan,24358,https://open.spotify.com/track/77KHmKnBmVGTjRCeMVXpWH,2017-01-01,ar
295,96,Dale Tu Amor,Agapornis,24345,https://open.spotify.com/track/3W9HjL7lmbYXL4kQ1kicH3,2017-01-01,ar
296,97,Me Reclama,Mambo Kingz,24260,https://open.spotify.com/track/4ojwGTehgBRAg52jbFgzJg,2017-01-01,ar
297,98,Márchate ahora,Los Totora,24133,https://open.spotify.com/track/3voxukrHBXctzxdSbCycey,2017-01-01,ar
298,99,Bronceado,Marama,24077,https://open.spotify.com/track/4smbzhaRt7EYwO73SmFXyR,2017-01-01,ar
299,100,Te Vas - Version Cumbia,aLee DJ,23981,https://open.spotify.com/track/0j8zA8KrITjLVoAm3H3X6u,2017-01-01,ar
300,1,Hukutaan,Arttu Lindeman,60220,https://open.spotify.com/track/0i8qXP5jTcu3dPfwZrboV3,2017-01-01,fi
301,2,Alone,Alan Walker,56319,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-01,fi
302,3,Loistat Pimeäs,Mikael Gabriel,48022,https://open.spotify.com/track/3bCuspxImskpiHF3udYdFI,2017-01-01,fi
303,4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,44903,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,fi
304,5,Sinuhe,Profeetat,38004,https://open.spotify.com/track/1muAf2i6NwO1O7MMEr0A8O,2017-01-01,fi
305,6,Starboy,The Weeknd,33454,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,fi
306,7,Just Hold On,Steve Aoki,32917,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2017-01-01,fi
307,8,Tuesday,Burak Yeter,32423,https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR,2017-01-01,fi
308,9,Pisamat,Nikke Ankara,30998,https://open.spotify.com/track/7g5M2rzDUPoFv4JAZAyJR7,2017-01-01,fi
309,10,Black Beatles,Rae Sremmurd,29358,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-01,fi
310,11,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,29334,https://open.spotify.com/track/40UroIGvsMPLPBYwH8rMNA,2017-01-01,fi
311,12,Now and Later,Sage The Gemini,28972,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS,2017-01-01,fi
312,13,Rakas,Haloo Helsinki!,28106,https://open.spotify.com/track/0O2nxouygWlAVxHZPw3YCW,2017-01-01,fi
313,14,Mist sä tuut Part 2,JVG,27625,https://open.spotify.com/track/0oY8xK12tJkYAskQXXQsgj,2017-01-01,fi
314,15,Lujaa (feat. Pete Parkkonen),Tippa-T,25984,https://open.spotify.com/track/5Edm7dgoK4dkWF7IyeMZaZ,2017-01-01,fi
315,16,Move Your Body - Alan Walker Remix,Sia,25614,https://open.spotify.com/track/6LUOMjoORvAkdhBYvESO46,2017-01-01,fi
316,17,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,25457,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,fi
317,18,Revolveri (Luokkakokous 2 - Polttarit),JVG,24607,https://open.spotify.com/track/2lxrLR1S6M4upQZbSOQKD4,2017-01-01,fi
318,19,Vilmasen Iinan bileet,Roope Salminen & Koirat,24151,https://open.spotify.com/track/3BFubHbza7wGLyoRzxT19f,2017-01-01,fi
319,20,Hear Me Now,Alok,23820,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2017-01-01,fi
320,21,Let Me Love You,DJ Snake,23751,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,fi
321,22,Saturnus,Brädi,22533,https://open.spotify.com/track/3nenYQpz28iHiuS1loQ4Xz,2017-01-01,fi
322,23,I Feel It Coming,The Weeknd,22310,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,fi
323,24,Enemmän kuin valmis,Aste,22293,https://open.spotify.com/track/66D7modSrY1bCdbgIDDOvf,2017-01-01,fi
324,25,Lumi Teki Enkelin Eteiseen - Vain Elämää Kausi 5,Mikael Gabriel,22237,https://open.spotify.com/track/0qQ2TDJ42jGaEHE5cJAuG5,2017-01-01,fi
325,26,Kohta sataa,Pete Parkkonen,20686,https://open.spotify.com/track/4EuXGaOmNNPOSpfvfST5b8,2017-01-01,fi
326,27,Call On Me - Ryan Riback Extended Remix,Starley,20507,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,fi
327,28,Ei Mitään Jiitä,Adi L Hasla,20500,https://open.spotify.com/track/5FVVDm1X8saGIty6sJkbDw,2017-01-01,fi
328,29,Bad Things (with Camila Cabello),Machine Gun Kelly,20207,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017-01-01,fi
329,30,Fuulaa,Evelina,20098,https://open.spotify.com/track/6KSrm7psP1KvqBRXcD42AS,2017-01-01,fi
330,31,Closer,The Chainsmokers,19414,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,fi
331,32,I Would Like,Zara Larsson,19338,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-01,fi
332,33,Parvekkeella,Ida Paul & Kalle Lindroth,19270,https://open.spotify.com/track/4MUKUqqE66Irl1appjmiC9,2017-01-01,fi
333,34,Solo Dance,Martin Jensen,18975,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-01-01,fi
334,35,Blue (Da Ba Dee) - Sound of Legend Edit,Sound Of Legend,18898,https://open.spotify.com/track/5jXypD1EKG2pwhtFNJfywj,2017-01-01,fi
335,36,Don't Wanna Know,Maroon 5,18805,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,fi
336,37,Inside the Lines,Mike Perry,18471,https://open.spotify.com/track/3qaYuV5XZAwiOvGE91HhwS,2017-01-01,fi
337,38,Panomies,Skandaali,17134,https://open.spotify.com/track/7IBG7tXdBiuFdDEEMETXe2,2017-01-01,fi
338,39,Dye My Hair,ALMA,16476,https://open.spotify.com/track/5NafFxaLg9Ep21oTHBw7Zq,2017-01-01,fi
339,40,Scars To Your Beautiful,Alessia Cara,16025,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2017-01-01,fi
340,41,Vikat hitaat (feat. Mäkki),Hotelli Vantaa,15313,https://open.spotify.com/track/3EIQ75Sip8PryDT10VHjZn,2017-01-01,fi
341,42,Make Me (Cry),Noah Cyrus,14956,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2017-01-01,fi
342,43,Don't Let Me Down,The Chainsmokers,14649,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2017-01-01,fi
343,44,Love Me Now,John Legend,14452,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2017-01-01,fi
344,45,Läikkyy,Arttu Lindeman,14400,https://open.spotify.com/track/1gou2U6ZcLKXLBC3MYVtEu,2017-01-01,fi
345,46,Murhaaja,DEM,14344,https://open.spotify.com/track/5wYoYDJxz47YZpva8yuDw3,2017-01-01,fi
346,47,Ei Filtterii,Evelina,13979,https://open.spotify.com/track/6ItkmsAMKvcab9ikCN1TBW,2017-01-01,fi
347,48,Siivet,Teflon Brothers,13926,https://open.spotify.com/track/6jUYSFNDHWvtrnJcKNyksN,2017-01-01,fi
348,49,Shed a Light,Robin Schulz,13811,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2017-01-01,fi
349,50,Hubba Bubba,Teflon Brothers,13790,https://open.spotify.com/track/1XjMCUz7uwqZ1gdvbbyKtq,2017-01-01,fi
350,51,Karma,ALMA,13381,https://open.spotify.com/track/2NX10XrdV9oWNQBu7oiiWC,2017-01-01,fi
351,52,Heathens,Twenty One Pilots,13253,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2017-01-01,fi
352,53,Honey,Evelina,13252,https://open.spotify.com/track/6oWx00So8wCAopjyZ41F76,2017-01-01,fi
353,54,Peruskallio,Aste,13209,https://open.spotify.com/track/7dgBDHaO3wtAXcP5cpgumV,2017-01-01,fi
354,55,Pannaan Suomi Kuntoon,Petri Nygård,12975,https://open.spotify.com/track/0EYIDbETAhEBJFINmswacs,2017-01-01,fi
355,56,Beast,Tungevaag & Raaban,12819,https://open.spotify.com/track/6ZbiaHwI9x7CIxYGOEmXxd,2017-01-01,fi
356,57,Say You Won't Let Go,James Arthur,12111,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,fi
357,58,Sandstorm - Radio Edit,Darude,11603,https://open.spotify.com/track/4BSvTEX3hAVy9p2DYxixQb,2017-01-01,fi
358,59,Hehkuu,JVG,11425,https://open.spotify.com/track/6tWsQ6m7PTW3WBJMvgXIyq,2017-01-01,fi
359,60,24K Magic,Bruno Mars,11298,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2017-01-01,fi
360,61,Cold Water (feat. Justin Bieber & MØ),Major Lazer,11069,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-01-01,fi
361,62,Juha88,Vilma Alina,10920,https://open.spotify.com/track/3jSE1bIVlTMet3TBctbYoT,2017-01-01,fi
362,63,Faded,Alan Walker,10473,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos,2017-01-01,fi
363,64,Vielä1,Vesta,10262,https://open.spotify.com/track/4XgWfdMfVtOId8jO3y0tnm,2017-01-01,fi
364,65,Side To Side,Ariana Grande,10033,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2017-01-01,fi
365,66,Pelkkii Voittoi,Adi L Hasla,10009,https://open.spotify.com/track/5vqKiYlR4EuMBNlI3dQk4O,2017-01-01,fi
366,67,Would I Lie To You - Radio Edit,David Guetta,9992,https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,2017-01-01,fi
367,68,Routine,Alan Walker,9987,https://open.spotify.com/track/19TSNGmvdTtlxYn4YqYUMf,2017-01-01,fi
368,69,In the Name of Love,Martin Garrix,9964,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2017-01-01,fi
369,70,Caribbean Rave,W&W,9902,https://open.spotify.com/track/6Od6PKUm5a8frHnhvkhsju,2017-01-01,fi
370,71,Bumpy Ride,Mohombi,9869,https://open.spotify.com/track/4flXUmmCKe1GAAvIoptHq7,2017-01-01,fi
371,72,Elefantin paino,Ellinoora,9790,https://open.spotify.com/track/1OmwCW3wffqU4DNwMAW8qs,2017-01-01,fi
372,73,One Dance,Drake,9697,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01,fi
373,74,Made Of Stone,BACALL,9614,https://open.spotify.com/track/65qL9A4cDYQObcTSp7rIe6,2017-01-01,fi
374,75,Alarm,Anne-Marie,9542,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg,2017-01-01,fi
375,76,Nää yöt ei anna armoo (feat. Cheek),Kaija Koo,9531,https://open.spotify.com/track/6DiwQjTwC4NOulyhpXghI7,2017-01-01,fi
376,77,Bujaka (feat. Sharon),ILARI,9386,https://open.spotify.com/track/5bRWecUU50TKeCC7MfOsxe,2017-01-01,fi
377,78,Etsi mut,Aleksanteri Hakaniemi,9386,https://open.spotify.com/track/2yvzLwqnATiZ74iRUTsBfK,2017-01-01,fi
378,79,Treat You Better,Shawn Mendes,9308,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2017-01-01,fi
379,80,Cheap Thrills,Sia,9235,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j,2017-01-01,fi
380,81,All We Know,The Chainsmokers,9129,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-01,fi
381,82,My Way,Calvin Harris,9092,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2017-01-01,fi
382,83,The Greatest,Sia,9053,https://open.spotify.com/track/6bLopGnirdrilrpdVB6Um1,2017-01-01,fi
383,84,Sing Me to Sleep,Alan Walker,9026,https://open.spotify.com/track/2Fjz5ZC5BvFdCqcnTZ3ilH,2017-01-01,fi
384,85,Ku Kanye Kanyee (feat. Cheek),SANNI,8961,https://open.spotify.com/track/5odLK6KBg26jGJvGjKuP9M,2017-01-01,fi
385,86,Söpö,Hank Solo,8933,https://open.spotify.com/track/6HYglpKfEq3rti6WEFMI8O,2017-01-01,fi
386,87,Kipua (Vain elämää kausi 5),Lauri Tähkä,8797,https://open.spotify.com/track/3B9bSXCVczfyc1nkUQ7IgL,2017-01-01,fi
387,88,Mercy,Shawn Mendes,8714,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2017-01-01,fi
388,89,Lighthouse - Andrelli Remix,Hearts & Colors,8708,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,2017-01-01,fi
389,90,Menee tunteisiin,Arttu Lindeman,8626,https://open.spotify.com/track/7xXO80FA9PJrMqGkZaDdwH,2017-01-01,fi
390,91,Pauhaava Sydän - Vain Elämää Kausi 5,Mikael Gabriel,8591,https://open.spotify.com/track/6dP9y0SaaxrqL5J1EJvxdH,2017-01-01,fi
391,92,Bad and Boujee (feat. Lil Uzi Vert),Migos,8381,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017-01-01,fi
392,93,Että mitähän vittua,SANNI,8207,https://open.spotify.com/track/2OiMulemMHdxQpoL8X2rDD,2017-01-01,fi
393,94,Don't Be So Shy - Filatov & Karas Remix,Imany,7968,https://open.spotify.com/track/00vk0sEfb6mr2ehwSw0Uhn,2017-01-01,fi
394,95,Fake Love,Drake,7919,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-01-01,fi
395,96,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,7743,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2017-01-01,fi
396,97,All Good Everything,Cheek,7733,https://open.spotify.com/track/7COO4rJFQQDL7vXDpGetil,2017-01-01,fi
397,98,Oo se kun oot (feat. Paperi T),SANNI,7671,https://open.spotify.com/track/6pNhhv4VcoQj9uA6oH3YZa,2017-01-01,fi
398,99,Mitä mä teen (feat. JVG),Pete Parkkonen,7657,https://open.spotify.com/track/0WQR9ZjPa0lWe2OOUi0BZt,2017-01-01,fi
399,100,Ettei Nyt Vaan Sattuis Mitään,Nikke Ankara,7623,https://open.spotify.com/track/6o6d9XguDF6aJYN6KzLU0e,2017-01-01,fi
400,1,Alone,Alan Walker,103886,https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p,2017-01-01,no
401,2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,85990,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,no
402,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,68706,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,no
403,4,Call On Me - Ryan Riback Extended Remix,Starley,60334,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,no
404,5,I Feel It Coming,The Weeknd,56607,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,no
405,6,Solo Dance,Martin Jensen,54931,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2017-01-01,no
